"region","circle","division","sub_division","block","scheme_id","scheme_name","village_name","population","number_of_esr","water_value_day1","water_value_day2","water_value_day3","water_value_day4","water_value_day5","water_value_day6","lpcd_value_day1","lpcd_value_day2","lpcd_value_day3","lpcd_value_day4","lpcd_value_day5","lpcd_value_day6","lpcd_value_day7","water_date_day1","water_date_day2","water_date_day3","water_date_day4","water_date_day5","water_date_day6","lpcd_date_day1","lpcd_date_day2","lpcd_date_day3","lpcd_date_day4","lpcd_date_day5","lpcd_date_day6","lpcd_date_day7","consistent_zero_lpcd_for_a_week","below_55_lpcd_count","above_55_lpcd_count"
"Nagpur","Nagpur","Nagpur","Nagpur","Kamptee","7940695","Bidgaon Tarodi wss","Bidgaon",16860,2,"15.970000","14.460000","14.440000","13.470000","7.540000","15.390000","103.290000","94.730000","85.770000","85.650000","79.900000","44.740000","91.280000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",0,0,7
"Nagpur","Nagpur","Gondia","Bhandara","Tumsar","631010","Gobarwahi RR Retrofitting","Ronga",1821,2,"1.020000","0.930000","0.950000","0.680000","0.000000","0.000000","43.170000","55.970000","51.070000","52.170000","37.340000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,3,0
"Nagpur","Nagpur","Gondia","Bhandara","Tumsar","631010","Gobarwahi RR Retrofitting","Pitesur",1994,1,"10.850000","0.000000","0.000000","0.000000","0.000000","0.000000","194.920000","544.380000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,7,0
"Nagpur","Nagpur","Gondia","Bhandara","Tumsar","631010","Gobarwahi RR Retrofitting","Pawnara",1187,1,"8.650000","8.910000","9.020000","9.000000","4.980000","9.210000","694.330000","729.020000","750.380000","760.020000","758.210000","419.620000","776.210000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,7,0
"Nagpur","Nagpur","Gondia","Bhandara","Tumsar","20017217","Dewadi RR WSS","Khapa",3087,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",0,0,7
"Nagpur","Nagpur","Gondia","Bhandara","Tumsar","20017217","Dewadi RR WSS","Hasara",2638,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,7,0
"Nagpur","Nagpur","Gondia","Bhandara","Tumsar","20017217","Dewadi RR WSS","Dhorwada",1144,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,7,0
"Nagpur","Nagpur","Gondia","Bhandara","Tumsar","20017217","Dewadi RR WSS","Stationtoli",1320,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,7,0
"Nagpur","Nagpur","Gondia","Bhandara","Tumsar","20017217","Dewadi RR WSS","Paraswada",1400,2,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,3,0
"Nagpur","Nagpur","Gondia","Bhandara","Tumsar","20017217","Dewadi RR WSS","Mangli",1558,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,7,0
"Nagpur","Nagpur","Gondia","Bhandara","Tumsar","631010","Gobarwahi RR Retrofitting","Chikhali",1541,1,"2.120000","2.260000","2.210000","1.030000","3.500000","1.720000","102.040000","137.690000","146.660000","143.410000","66.840000","227.130000","111.630000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,7,0
"Nagpur","Nagpur","Gondia","Bhandara","Tumsar","631010","Gobarwahi RR Retrofitting","Chicholi",2212,1,"0.860000","0.870000","0.920000","0.510000","0.000000","0.000000","32.950000","38.670000","39.330000","41.590000","23.060000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,7,0
"Nagpur","Nagpur","Gondia","Bhandara","Tumsar","631010","Gobarwahi RR Retrofitting","Alesur",2400,2,"28.030000","28.250000","27.210000","0.700000","12.250000","6.890000","1653.810000","1168.070000","1177.080000","1133.750000","29.170000","510.420000","287.190000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",3,7,0
"Nagpur","Nagpur","Gondia","Bhandara","Tumsar","631010","Gobarwahi RR Retrofitting","Paunarkhari",2526,1,"0.420000","1.070000","0.780000","4.130000","0.530000","0.000000","0.000000","16.570000","42.360000","30.880000","163.500000","21.040000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",3,7,0
"Nagpur","Nagpur","Gondia","Bhandara","Tumsar","631010","Gobarwahi RR Retrofitting","Dongri Bk.",5014,1,"37.860000","37.180000","38.390000","43.630000","23.450000","45.480000","736.140000","755.100000","741.570000","765.750000","870.170000","467.660000","907.150000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",4,7,0
"Nagpur","Nagpur","Gondia","Bhandara","Tumsar","631010","Gobarwahi RR Retrofitting","Deonara",648,1,"1.440000","0.480000","1.220000","0.000000","0.460000","0.460000","225.310000","221.960000","74.070000","188.270000","0.000000","70.990000","71.550000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",1,1,6
"Nagpur","Nagpur","Nagpur","Nagpur","Kamptee","7940695","Bidgaon Tarodi wss","Tarodi Kh.",7830,2,"0.000000","0.000000","0.000000","2.490000","5.650000","8.440000","0.000000","0.000000","0.000000","0.000000","31.860000","72.160000","107.800000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",4,7,0
"Nagpur","Nagpur","Gondia","Sadak Arjuni","Sadak Arjuni","20016939","Putali RR WSS Retrofitting","Mohgata",189,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",6,7,0
"Nagpur","Nagpur","Gondia","Sadak Arjuni","Sadak Arjuni","20016939","Putali RR WSS Retrofitting","Koylari",1575,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",0,0,7
"Nagpur","Nagpur","Gondia","Sadak Arjuni","Sadak Arjuni","20016939","Putali RR WSS Retrofitting","Kohalipar",126,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",1,7,0
"Nagpur","Nagpur","Gondia","Sadak Arjuni","Sadak Arjuni","20016939","Putali RR WSS Retrofitting","Dalli",1606,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",0,7,0
"Nagpur","Nagpur","Gondia","Sadak Arjuni","Sadak Arjuni","20016939","Putali RR WSS Retrofitting","Ushikheda",710,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",0,0,7
"Nagpur","Nagpur","Gondia","Gondia","Gondia","2003645","Kudwa-Katangikala Peri Urban RR","Kudwa",20000,3,"329.690000","167.080000","307.520000","6.320000","3.560000","7.000000","2397.330000","1648.470000","835.400000","1537.600000","31.600000","17.820000","34.980000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,7,0
"Nagpur","Nagpur","Gondia","Gondia","Gondia","2003645","Kudwa-Katangikala Peri Urban RR","Katangikala",6640,2,"2.530000","2.610000","3.820000","3.190000","2.410000","1.030000","45.880000","38.100000","39.340000","57.480000","48.080000","36.360000","15.550000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",4,0,3
"Nagpur","Nagpur","Nagpur","Nagpur","Hingna","20009650","Waddhmna WSS","Waddhmna",5904,7,"2.140000","2.320000","1.950000","2.700000","2.090000","1.640000","32.530000","36.190000","39.300000","33.030000","45.730000","35.400000","27.730000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,6,0
"Nagpur","Nagpur","Nagpur","Nagpur","Hingna","20009650","Waddhmna WSS","Nagalwadi",2564,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",6,3,1
"Nagpur","Nagpur","Chandrapur","Mul","Mul","7890965","Mul Grid & 24 Villages  RR WSS Retrofitting","Fiskuti",2415,2,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",5,2,2
"Nagpur","Nagpur","Chandrapur","Mul","Mul","7890965","Mul Grid & 24 Villages  RR WSS Retrofitting","Gangalwadi",862,1,"0.000000","0.000000","0.190000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","22.370000","0.000000","0.000000","0.100000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",0,0,7
"Nagpur","Nagpur","Chandrapur","Mul","Mul","7890965","Mul Grid & 24 Villages  RR WSS Retrofitting","Manda Tukum",228,1,"0.000000","0.000000","0.000000","0.000000","0.210000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","94.040000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,1,0
"Nagpur","Nagpur","Chandrapur","Mul","Mul","7890965","Mul Grid & 24 Villages  RR WSS Retrofitting","Kosambi",873,1,"0.200000","0.300000","0.430000","0.360000","0.080000","0.420000","62.440000","23.100000","34.140000","49.660000","41.330000","9.490000","48.320000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",5,0,2
"Nagpur","Nagpur","Chandrapur","Mul","Mul","7890965","Mul Grid & 24 Villages  RR WSS Retrofitting","Karwan",470,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",1,0,6
"Nagpur","Nagpur","Chandrapur","Mul","Mul","7890965","Mul Grid & 24 Villages  RR WSS Retrofitting","Tolewahi",542,1,"0.120000","0.160000","0.000000","0.000000","0.000000","0.260000","15.880000","21.690000","29.210000","0.000000","0.000000","0.000000","48.450000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,0,0
"Nagpur","Nagpur","Chandrapur","Mul","Mul","7890965","Mul Grid & 24 Villages  RR WSS Retrofitting","Tekadi",2164,1,"1.020000","0.080000","0.010000","1.120000","1.130000","0.600000","53.430000","46.930000","3.880000","0.550000","51.920000","52.050000","27.880000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,4,0
"Nagpur","Nagpur","Chandrapur","Mul","Mul","7890965","Mul Grid & 24 Villages  RR WSS Retrofitting","Tadala Tukum",1575,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.010000","0.190000","0.080000","0.030000","0.000000","0.080000","0.050000","0.900000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,0,0
"Nagpur","Nagpur","Gondia","Gondia","Goregaon","20019216","GOREGAON RR Retrofitting","Bhadanga",4016,1,"0.000000","1.060000","1.360000","1.290000","1.550000","0.800000","12.210000","0.000000","26.380000","33.940000","32.170000","38.480000","19.920000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",6,2,1
"Nagpur","Nagpur","Gondia","Gondia","Goregaon","20019216","GOREGAON RR Retrofitting","Katangi",2643,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,4,0
"Nagpur","Nagpur","Gondia","Gondia","Goregaon","20019216","GOREGAON RR Retrofitting","Goregaon",8766,3,"1.130000","87.120000","96.960000","97.210000","96.870000","61.150000","759.770000","12.920000","993.880000","1106.050000","1108.990000","1105.080000","697.580000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",3,0,4
"Nagpur","Nagpur","Gondia","Gondia","Goregaon","20019216","GOREGAON RR Retrofitting","Ghoti",3931,1,"0.330000","1.930000","1.380000","1.770000","1.020000","0.640000","16.770000","8.350000","49.220000","35.080000","44.950000","25.820000","16.360000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,7,0
"Nagpur","Nagpur","Gondia","Gondia","Goregaon","20019216","GOREGAON RR Retrofitting","Mengatola",1000,1,"0.000000","0.000000","0.000000","126.780000","24.280000","476.590000","0.000000","0.000000","0.000000","0.000000","12678.000000","2428.480000","47659.310000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",5,1,2
"Nagpur","Nagpur","Chandrapur","Mul","Mul","7890965","Mul Grid & 24 Villages  RR WSS Retrofitting","Bhawarala",1032,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",0,0,7
"Nagpur","Nagpur","Chandrapur","Mul","Mul","7890965","Mul Grid & 24 Villages  RR WSS Retrofitting","Akapur",537,1,"0.240000","0.280000","0.000000","0.270000","0.270000","0.150000","36.630000","45.020000","51.340000","0.000000","49.920000","49.850000","27.320000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",0,0,7
"Nagpur","Nagpur","Chandrapur","Mul","Mul","7890965","Mul Grid & 24 Villages  RR WSS Retrofitting","Agadi",425,1,"0.000000","0.000000","0.280000","0.240000","0.070000","0.050000","77.380000","0.000000","0.190000","66.310000","57.200000","15.320000","11.420000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",6,4,1
"Nagpur","Nagpur","Chandrapur","Mul","Mul","7890965","Mul Grid & 24 Villages  RR WSS Retrofitting","Chak Katwan",247,1,"0.440000","0.810000","0.710000","0.900000","0.410000","1.010000","223.110000","177.460000","326.350000","286.240000","366.150000","164.970000","409.580000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,2,0
"Nagpur","Nagpur","Chandrapur","Mul","Mul","7890965","Mul Grid & 24 Villages  RR WSS Retrofitting","Chimadha",1589,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",5,0,2
"Nagpur","Nagpur","Chandrapur","Mul","Mul","7890965","Mul Grid & 24 Villages  RR WSS Retrofitting","Chicholi",2400,1,"0.180000","0.320000","0.200000","0.350000","0.160000","0.510000","12.850000","7.340000","13.510000","8.490000","14.640000","6.580000","21.380000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",4,4,3
"Chhatrapati Sambhajinagar","Chhatrapati Sambhajinagar","Chhatrapati Sambhajinagar","Vaijapur","Vaijapur","20051233","373 Village Gangapur-Vaijapur Grid WSS","Chorwaghalgaon",3313,1,"0.200000","0.350000","0.000000","0.160000","0.390000","0.020000","7.710000","6.040000","10.560000","0.000000","4.830000","11.770000","0.600000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",5,5,2
"Chhatrapati Sambhajinagar","Chhatrapati Sambhajinagar","Chhatrapati Sambhajinagar","Vaijapur","Vaijapur","20051233","373 Village Gangapur-Vaijapur Grid WSS","Jategaon",2711,1,"0.010000","0.290000","0.200000","0.040000","0.000000","0.020000","0.810000","0.340000","10.700000","7.380000","1.480000","0.000000","0.810000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",1,1,6
"Chhatrapati Sambhajinagar","Latur","Latur","Shirur Anantpal","Shirur Anantpal","20030815","Sakol 7 villages WSS","Sakol",6216,2,"3.530000","0.980000","2.760000","1.820000","0.000000","0.180000","58.820000","56.830000","15.770000","44.400000","29.280000","0.000000","2.960000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,0,0
"Chhatrapati Sambhajinagar","Latur","Latur","Shirur Anantpal","Shirur Anantpal","20030815","Sakol 7 villages WSS","Kanegaon",256,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,6,0
"Chhatrapati Sambhajinagar","Latur","Latur","Shirur Anantpal","Shirur Anantpal","20030815","Sakol 7 villages WSS","Tripal",1850,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,4,0
"Chhatrapati Sambhajinagar","Nanded","Nanded","Himayatnagar","Himayatnagar","20013969","Hadgaon and Himayatnagar 132 Village Grid WSS","Pota Kh.",787,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",3,1,4
"Chhatrapati Sambhajinagar","Chhatrapati Sambhajinagar","Chhatrapati Sambhajinagar","Vaijapur","Vaijapur","20051233","373 Village Gangapur-Vaijapur Grid WSS","Bhaggaon",2023,1,"2.640000","2.610000","2.520000","1.790000","1.650000","2.180000","119.780000","130.660000","129.020000","124.570000","88.480000","81.400000","107.820000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,2,0
"Chhatrapati Sambhajinagar","Nanded","Nanded","Kandhar","Kandhar","7338000","Osmamnagar Shirdhon Combined WSS","Dharashiv",100,2,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",5,0,2
"Chhatrapati Sambhajinagar","Chhatrapati Sambhajinagar","Chhatrapati Sambhajinagar","Vaijapur","Vaijapur","20051233","373 Village Gangapur-Vaijapur Grid WSS","Babhultel",1532,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,3,0
"Chhatrapati Sambhajinagar","Latur","Latur","Chakur","Chakur","20030459","Rachnawadi 6 villages WSS","Rachnawadi",493,1,"0.500000","0.540000","0.000000","0.000000","0.000000","0.000000","105.480000","101.420000","109.530000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,7,0
"Chhatrapati Sambhajinagar","Chhatrapati Sambhajinagar","Chhatrapati Sambhajinagar","Paithan","Paithan","20018162","Paithan Taluka 178 Village Grid WS","Dadegaon Jahagir",1400,1,"0.000000","0.000000","0.000000","3.170000","8.880000","28.600000","593.710000","0.000000","0.000000","0.000000","226.430000","634.290000","2042.560000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,7,0
"Chhatrapati Sambhajinagar","Chhatrapati Sambhajinagar","Chhatrapati Sambhajinagar","Gangapur","Gangapur","20051233","373 Village Gangapur-Vaijapur Grid WSS","Raipur",2196,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,5,0
"Chhatrapati Sambhajinagar","Nanded","Nanded","Hadgaon","Hadgaon","20013969","Hadgaon and Himayatnagar 132 Village Grid WSS","Hadsani",1944,1,"10.790000","12.320000","13.310000","13.610000","11.880000","8.490000","473.400000","554.960000","633.740000","684.670000","700.100000","611.110000","436.700000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",0,0,7
"Chhatrapati Sambhajinagar","Latur","Latur","Renapur","Renapur","20030820","Pangaon 10 villages WSS","Manusmarwadi",1629,1,"0.000000","0.000000","0.000000","1.080000","0.640000","1.770000","0.000000","0.000000","0.000000","0.000000","66.300000","39.290000","108.660000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,0,0
"Chhatrapati Sambhajinagar","Chhatrapati Sambhajinagar","Chhatrapati Sambhajinagar","Gangapur","Gangapur","20051233","373 Village Gangapur-Vaijapur Grid WSS","Ranjangaon (s)",62282,1,"0.000000","0.000000","0.010000","4.300000","0.000000","0.000000","0.000000","0.000000","0.000000","0.010000","6.900000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,3,0
"Chhatrapati Sambhajinagar","Nanded","Nanded","Hadgaon","Hadgaon","20013969","Hadgaon and Himayatnagar 132 Village Grid WSS","Baradshewala",2360,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,7,0
"Chhatrapati Sambhajinagar","Nanded","Nanded","Hadgaon","Hadgaon","20013969","Hadgaon and Himayatnagar 132 Village Grid WSS","Hardaf",2364,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr","11-Apr","12-Apr","13-Apr","14-Apr","15-Apr","16-Apr","17-Apr",7,0,0
