"region","circle","division","sub_division","block","scheme_id","scheme_name","village_name","population","number_of_esr","water_value_day1","water_value_day2","water_value_day3","water_value_day4","water_value_day5","water_value_day6","lpcd_value_day1","lpcd_value_day2","lpcd_value_day3","lpcd_value_day4","lpcd_value_day5","lpcd_value_day6","lpcd_value_day7","water_date_day1","water_date_day2","water_date_day3","water_date_day4","water_date_day5","water_date_day6","lpcd_date_day1","lpcd_date_day2","lpcd_date_day3","lpcd_date_day4","lpcd_date_day5","lpcd_date_day6","lpcd_date_day7","consistent_zero_lpcd_for_a_week","below_55_lpcd_count","above_55_lpcd_count","dashboard_url"
"Amravati","Akola","Buldhana","Buldhana","Buldhana","20021406","Padali & 5 Villages RRWSS","Gondhankhed",413,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,7,0,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Amaravati%5CCircle-Akola%5CDivision-Buldhana%5CSub%20Division-Buldhana%5CBlock-Buldhana%5CScheme-20021406%20-%20Padali%20%26%205%20Villages%20RRWSS%5CGondhankhed"
"Amravati","Akola","Buldhana","Buldhana","Buldhana","20021406","Padali & 5 Villages RRWSS","Ijalpur",817,1,"0.000000","0.020000","0.040000","0.010000","0.040000","1.740000","8.570000","0.000000","2.450000","4.900000","1.220000","4.900000","212.970000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",1,6,1,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Amaravati%5CCircle-Akola%5CDivision-Buldhana%5CSub%20Division-Buldhana%5CBlock-Buldhana%5CScheme-20021406%20-%20Padali%20%26%205%20Villages%20RRWSS%5CIjalpur"
"Amravati","Akola","Buldhana","Buldhana","Buldhana","20021406","Padali & 5 Villages RRWSS","Merkhed",125,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.110000","184.000000","0.000000","0.000000","0.000000","0.000000","0.000000","88.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,5,2,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Amaravati%5CCircle-Akola%5CDivision-Buldhana%5CSub%20Division-Buldhana%5CBlock-Buldhana%5CScheme-20021406%20-%20Padali%20%26%205%20Villages%20RRWSS%5CMerkhed"
"Amravati","Akola","Buldhana","Buldhana","Buldhana","20021406","Padali & 5 Villages RRWSS","Padli",2502,2,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,7,0,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Amaravati%5CCircle-Akola%5CDivision-Buldhana%5CSub%20Division-Buldhana%5CBlock-Buldhana%5CScheme-20021406%20-%20Padali%20%26%205%20Villages%20RRWSS%5CPadli"
"Amravati","Akola","Buldhana","Buldhana","Buldhana","20021406","Padali & 5 Villages RRWSS","Palaskhed Nago",712,1,"0.000000","0.000000","0.000000","0.000000","0.680000","0.120000","0.000000","0.000000","0.000000","0.000000","0.000000","95.510000","16.850000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,6,1,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Amaravati%5CCircle-Akola%5CDivision-Buldhana%5CSub%20Division-Buldhana%5CBlock-Buldhana%5CScheme-20021406%20-%20Padali%20%26%205%20Villages%20RRWSS%5CPalaskhed%20Nago"
"Amravati","Akola","Buldhana","Buldhana","Buldhana","20021406","Padali & 5 Villages RRWSS","Palaskhed Naik",1098,1,"0.550000","0.000000","0.000000","0.000000","0.490000","0.000000","0.000000","50.090000","0.000000","0.000000","0.000000","44.630000","0.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,7,0,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Amaravati%5CCircle-Akola%5CDivision-Buldhana%5CSub%20Division-Buldhana%5CBlock-Buldhana%5CScheme-20021406%20-%20Padali%20%26%205%20Villages%20RRWSS%5CPalaskhed%20Naik"
"Amravati","Akola","Buldhana","Buldhana","Motala","20021409","Kurha & 2 Villages RRWSS","Gotmara",1309,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,7,0,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Amaravati%5CCircle-Akola%5CDivision-Buldhana%5CSub%20Division-Buldhana%5CBlock-Motala%5CScheme-20021409%20-%20Kurha%20%26%202%20Villages%20RRWSS%5CGotmara"
"Amravati","Akola","Buldhana","Buldhana","Motala","20021409","Kurha & 2 Villages RRWSS","Hanwatkhed",801,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,7,0,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Amaravati%5CCircle-Akola%5CDivision-Buldhana%5CSub%20Division-Buldhana%5CBlock-Motala%5CScheme-20021409%20-%20Kurha%20%26%202%20Villages%20RRWSS%5CHanwatkhed"
"Amravati","Akola","Buldhana","Buldhana","Motala","20021409","Kurha & 2 Villages RRWSS","Kurha",2299,2,"1.360000","1.010000","0.430000","1.150000","1.080000","1.660000","47.860000","59.170000","43.940000","18.710000","50.040000","46.990000","72.230000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,5,2,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Amaravati%5CCircle-Akola%5CDivision-Buldhana%5CSub%20Division-Buldhana%5CBlock-Motala%5CScheme-20021409%20-%20Kurha%20%26%202%20Villages%20RRWSS%5CKurha"
"Nagpur","Nagpur","Gondia","Sakoli","Sakoli-Lakhani","20022100","Sakoli Lakhani RR Retrofitting","Gadegaon",3072,2,"0.000000","0.000000","0.960000","0.950000","0.860000","0.000000","0.000000","0.000000","0.000000","31.250000","30.920000","27.990000","0.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,4,0,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Nagpur%5CCircle-Nagpur%5CDivision-Gondia%5CSub%20Division-Sakoli%5CBlock-Sakoli-Lakhani%5CScheme-20022100%20-%20Sakoli%20Lakhani%20RR%20Retrofitting%5CGadegaon"
"Nagpur","Nagpur","Gondia","Sakoli","Sakoli-Lakhani","20022100","Sakoli Lakhani RR Retrofitting","Khandala",1847,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,7,0,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Nagpur%5CCircle-Nagpur%5CDivision-Gondia%5CSub%20Division-Sakoli%5CBlock-Sakoli-Lakhani%5CScheme-20022100%20-%20Sakoli%20Lakhani%20RR%20Retrofitting%5CKhandala"
"Nagpur","Nagpur","Gondia","Sakoli","Sakoli-Lakhani","20022100","Sakoli Lakhani RR Retrofitting","Lakhori",2751,1,"0.000000","0.000000","1.410000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","51.270000","0.000000","0.000000","0.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,6,0,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Nagpur%5CCircle-Nagpur%5CDivision-Gondia%5CSub%20Division-Sakoli%5CBlock-Sakoli-Lakhani%5CScheme-20022100%20-%20Sakoli%20Lakhani%20RR%20Retrofitting%5CLakhori"
"Nagpur","Nagpur","Gondia","Sakoli","Sakoli-Lakhani","20022100","Sakoli Lakhani RR Retrofitting","Pindkepar",1388,1,"0.000000","0.000000","0.020000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.440000","0.000000","0.000000","0.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,6,0,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Nagpur%5CCircle-Nagpur%5CDivision-Gondia%5CSub%20Division-Sakoli%5CBlock-Sakoli-Lakhani%5CScheme-20022100%20-%20Sakoli%20Lakhani%20RR%20Retrofitting%5CPindkepar"
"Nagpur","Nagpur","Gondia","Sakoli","Sakoli-Lakhani","20022100","Sakoli Lakhani RR Retrofitting","Pohara",5000,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,7,0,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Nagpur%5CCircle-Nagpur%5CDivision-Gondia%5CSub%20Division-Sakoli%5CBlock-Sakoli-Lakhani%5CScheme-20022100%20-%20Sakoli%20Lakhani%20RR%20Retrofitting%5CPohara"
"Nagpur","Nagpur","Gondia","Sakoli","Sakoli-Lakhani","20022100","Sakoli Lakhani RR Retrofitting","Rengepar",1581,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,7,0,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Nagpur%5CCircle-Nagpur%5CDivision-Gondia%5CSub%20Division-Sakoli%5CBlock-Sakoli-Lakhani%5CScheme-20022100%20-%20Sakoli%20Lakhani%20RR%20Retrofitting%5CRengepar"
"Nagpur","Nagpur","Gondia","Sakoli","Sakoli-Lakhani","20022100","Sakoli Lakhani RR Retrofitting","Sawarbandh",1669,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,7,0,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Nagpur%5CCircle-Nagpur%5CDivision-Gondia%5CSub%20Division-Sakoli%5CBlock-Sakoli-Lakhani%5CScheme-20022100%20-%20Sakoli%20Lakhani%20RR%20Retrofitting%5CSawarbandh"
"Pune","Pune","Pune","Pune","Mulshi","20022133","Peth RR","Bhawadi",1529,3,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,5,0,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Pune%5CCircle-Pune%5CDivision-Pune%5CSub%20Division-Pune%5CBlock-Mulshi%5CScheme-20022133-Peth%20RR%5CBhawadi"
"Pune","Pune","Pune","Pune","Mulshi","20022133","Peth RR","Karegaon",1749,4,"0.950000","0.580000","0.640000","1.000000","1.170000","0.000000","58.010000","54.530000","32.880000","36.700000","57.080000","66.860000","0.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,1,3,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Pune%5CCircle-Pune%5CDivision-Pune%5CSub%20Division-Pune%5CBlock-Mulshi%5CScheme-20022133-Peth%20RR%5CKaregaon"
"Pune","Pune","Pune","Pune","Mulshi","20022133","Peth RR","Kurwandi",2522,7,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,7,0,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Pune%5CCircle-Pune%5CDivision-Pune%5CSub%20Division-Pune%5CBlock-Mulshi%5CScheme-20022133-Peth%20RR%5CKurwandi"
"Pune","Pune","Pune","Pune","Mulshi","20022133","Peth RR","Paragaon",4195,10,"0.590000","0.470000","0.240000","0.000000","0.230000","0.000000","7.010000","14.090000","11.170000","5.690000","0.000000","5.380000","0.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",1,7,0,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Pune%5CCircle-Pune%5CDivision-Pune%5CSub%20Division-Pune%5CBlock-Mulshi%5CScheme-20022133-Peth%20RR%5CParagaon"
"Pune","Pune","Pune","Pune","Mulshi","20022133","Peth RR","Peth",387,6,"0.720000","1.380000","1.720000","1.180000","0.650000","0.670000","211.860000","185.430000","356.450000","444.900000","304.410000","168.320000","172.510000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,0,7,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Pune%5CCircle-Pune%5CDivision-Pune%5CSub%20Division-Pune%5CBlock-Mulshi%5CScheme-20022133-Peth%20RR%5CPeth"
"Pune","Pune","Pune","Pune","Mulshi","20022133","Peth RR","Thugaon",778,5,"0.340000","0.150000","0.930000","0.000000","0.320000","0.170000","78.010000","43.710000","19.260000","119.950000","0.120000","41.460000","22.270000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,0,2,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Pune%5CCircle-Pune%5CDivision-Pune%5CSub%20Division-Pune%5CBlock-Mulshi%5CScheme-20022133-Peth%20RR%5CThugaon"
"Chhatrapati Sambhajinagar","Nanded","Parbhani","Senaon","Senaon","20023330","Kawtha Bk & 9 Vill RR WSS","Shinagikhamba",1296,1,"1.520000","0.000000","2.060000","1.190000","2.250000","4.900000","139.660000","117.280000","0.000000","158.950000","91.820000","173.610000","378.090000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",1,1,6,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Chhatrapati%20Sambhajinagar%5CCircle-Nanded%5CDivision-Parbhani%5CSub%20Division-Senaon%5CBlock-Senaon%5CScheme-20023330%20-%20Kawtha%20Bk%20%26%209%20Vill%20RR%20WSS%5CShinagikhamba"
"Nashik","Jalgaon","Jalgaon","Erandol","Jamner","20025401","Pahur Peth& Pahur Kasbe 2 Villages WSS Tal Jamner","Kharchane",615,1,"2.030000","0.000000","0.040000","1.330000","0.020000","0.000000","222.690000","330.140000","0.000000","5.800000","216.870000","2.910000","0.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,4,3,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Nashik%5CCircle-Jalgaon%5CDivision-Jalgaon%5CSub%20Division-Erandol%5CBlock-Jamner%5CScheme-20025401%20-%20Pahur%20Peth%26%20Pahur%20Kasbe%202%20Villages%20WSS%20Tal%20Jamner%5CKharchane"
"Nashik","Jalgaon","Jalgaon","Erandol","Jamner","20025401","Pahur Peth& Pahur Kasbe 2 Villages WSS Tal Jamner","Pahur Kasbe",11162,6,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,7,0,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Nashik%5CCircle-Jalgaon%5CDivision-Jalgaon%5CSub%20Division-Erandol%5CBlock-Jamner%5CScheme-20025401%20-%20Pahur%20Peth%26%20Pahur%20Kasbe%202%20Villages%20WSS%20Tal%20Jamner%5CPahur%20Kasbe"
"Nashik","Jalgaon","Jalgaon","Erandol","Jamner","20025401","Pahur Peth& Pahur Kasbe 2 Villages WSS Tal Jamner","Pahur Peth",13205,5,"0.430000","1.150000","0.570000","0.840000","0.000000","0.000000","9.810000","3.250000","8.740000","4.330000","6.340000","0.000000","0.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,7,0,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Nashik%5CCircle-Jalgaon%5CDivision-Jalgaon%5CSub%20Division-Erandol%5CBlock-Jamner%5CScheme-20025401%20-%20Pahur%20Peth%26%20Pahur%20Kasbe%202%20Villages%20WSS%20Tal%20Jamner%5CPahur%20Peth"
"Nashik","Jalgaon","Jalgaon","Erandol","Muktainagar","20025401","Pahur Peth& Pahur Kasbe 2 Villages WSS Tal Jamner","Sangvi",679,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,7,0,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Nashik%5CCircle-Jalgaon%5CDivision-Jalgaon%5CSub%20Division-Erandol%5CBlock-Muktainagar%5CScheme-20025401%20-%20Pahur%20Peth%26%20Pahur%20Kasbe%202%20Villages%20WSS%20Tal%20Jamner%5CSangvi"
"Pune","Sangli","Solapur","Solapur","Sangola","20027396","Alegaon shirbhavi 82 Village","Ajanale",8051,1,"1.270000","1.210000","0.890000","0.040000","1.820000","1.580000","13.180000","15.770000","15.020000","11.070000","0.460000","22.610000","19.690000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,0,0,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Pune%5CCircle-Sangli%5CDivision-Solapur%5CSub%20Division-Solapur%5CBlock-Sangola%5CScheme-20027396-Alegaon%20shirbhavi%2082%20Village%5CAjanale"
"Pune","Sangli","Solapur","Solapur","Sangola","20027396","Alegaon shirbhavi 82 Village","Alegaon",4802,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,7,0,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Pune%5CCircle-Sangli%5CDivision-Solapur%5CSub%20Division-Solapur%5CBlock-Sangola%5CScheme-20027396-Alegaon%20shirbhavi%2082%20Village%5CAlegaon"
"Pune","Sangli","Solapur","Solapur","Sangola","20027396","Alegaon shirbhavi 82 Village","Anakdhal",8599,1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun","10-Jun","11-Jun","12-Jun","13-Jun","14-Jun","15-Jun","16-Jun",0,7,0,"https://14.99.99.166:18099/PIVision/#/Displays/10109/CEREBULB_JJM_MAHARASHTRA_VILLAGE_LEVEL_DASHBOARD?hidetoolbar=true&hidesidebar=true&mode=kiosk&rootpath=%5C%5CDemoAF%5CJJM%5CJJM%5CMaharashtra%5CRegion-Pune%5CCircle-Sangli%5CDivision-Solapur%5CSub%20Division-Solapur%5CBlock-Sangola%5CScheme-20027396-Alegaon%20shirbhavi%2082%20Village%5CAnakdhal"
